"Prev.Length","Match.Score","Prev.Type","Tile.Size","Browse.Time"
70,65,"TT",0.2,10.8915620888338
75,65,"TT",0.2,12.4969559676408
85,65,"TT",0.2,13.1478509867468
90,65,"TT",0.2,11.8562669499972
70,75,"TT",0.2,13.7396461531267
75,75,"TT",0.2,11.4533593848492
85,75,"TT",0.2,11.6152660291145
90,75,"TT",0.2,11.9849469323316
70,65,"TT",0.2,11.5931229554253
75,65,"TT",0.2,12.184583277785
85,65,"TT",0.2,9.22434147067495
90,65,"TT",0.2,12.1432349150891
70,75,"TT",0.2,9.44103614279619
75,75,"TT",0.2,10.5892728329529
85,75,"TT",0.2,10.9958380109685
90,75,"TT",0.2,12.9648471428589
70,65,"TT",0.2,12.3380488837717
75,65,"TT",0.2,10.2913730806966
85,65,"TT",0.2,11.1793119462083
90,65,"TT",0.2,12.5241548309506
70,75,"TT",0.2,11.3415135047634
75,75,"TT",0.2,10.051018761745
85,75,"TT",0.2,11.5256295686105
90,75,"TT",0.2,13.0112056567433
70,65,"TT",0.2,10.5842187101735
75,65,"TT",0.2,10.1135741729202
85,65,"TT",0.2,12.1841709564417
90,65,"TT",0.2,11.504642987915
70,75,"TT",0.2,10.4418366468477
75,75,"TT",0.2,9.05822560545335
85,75,"TT",0.2,10.4148770766612
90,75,"TT",0.2,12.3085802976883
70,65,"TT",0.2,12.516456150223
75,65,"TT",0.2,11.332075472654
85,65,"TT",0.2,10.6079203186318
90,65,"TT",0.2,11.4674138529609
70,75,"TT",0.2,10.3454264595463
75,75,"TT",0.2,8.96361508704339
85,75,"TT",0.2,11.1068283349732
90,75,"TT",0.2,12.2172002943168
70,65,"TT",0.2,10.8512010829695
75,65,"TT",0.2,12.0268721262485
85,65,"TT",0.2,11.1538180376423
90,65,"TT",0.2,12.0088709495241
70,75,"TT",0.2,11.7635697156587
75,75,"TT",0.2,10.2351327327743
85,75,"TT",0.2,11.1879656174784
90,75,"TT",0.2,11.5994805164444
70,65,"TT",0.2,11.2648590517703
75,65,"TT",0.2,10.3474638653831
85,65,"TT",0.2,11.4187114725942
90,65,"TT",0.2,13.9245427806276
70,75,"TT",0.2,9.34140833203164
75,75,"TT",0.2,9.55580359882769
85,75,"TT",0.2,13.3162947832581
90,75,"TT",0.2,12.7431729500401
70,65,"TT",0.2,11.736004384476
75,65,"TT",0.2,11.739799910903
85,65,"TT",0.2,12.0613668790602
90,65,"TT",0.2,11.9223823773898
70,75,"TT",0.2,10.0860463570706
75,75,"TT",0.2,8.16323367010666
85,75,"TT",0.2,12.8854120077912
90,75,"TT",0.2,11.5372875316782
70,65,"TT",0.2,10.9025725987255
75,65,"TT",0.2,10.9491639688709
85,65,"TT",0.2,11.997930186744
90,65,"TT",0.2,11.0351061304196
70,75,"TT",0.2,10.0196063019032
75,75,"TT",0.2,10.5904520466117
85,75,"TT",0.2,11.4438263847353
90,75,"TT",0.2,12.8634184825225
70,65,"TT",0.2,10.7739927304914
75,65,"TT",0.2,12.0152122542403
85,65,"TT",0.2,13.738201795212
90,65,"TT",0.2,13.6350169319663
70,75,"TT",0.2,12.2828432105757
75,75,"TT",0.2,10.8255179730669
85,75,"TT",0.2,11.7200579215973
90,75,"TT",0.2,12.6730051805788
70,65,"TT",0.2,12.2249752974781
75,65,"TT",0.2,12.2397802507107
85,65,"TT",0.2,10.7687626157572
90,65,"TT",0.2,13.4747467506053
70,75,"TT",0.2,9.22522615700148
75,75,"TT",0.2,10.1692453531706
85,75,"TT",0.2,10.5849831600701
90,75,"TT",0.2,11.8793845332648
70,65,"TT",0.2,11.043856376356
75,65,"TT",0.2,9.84845212555397
85,65,"TT",0.2,11.344595577621
90,65,"TT",0.2,10.9720930558632
70,75,"TT",0.2,9.81086499319713
75,75,"TT",0.2,10.6799006557966
85,75,"TT",0.2,10.9131540426739
90,75,"TT",0.2,13.3287590958916
70,65,"TT",0.2,9.65538221226086
75,65,"TT",0.2,10.7961723376618
85,65,"TT",0.2,12.4178595376745
90,65,"TT",0.2,10.4903399685275
70,75,"TT",0.2,10.2493015239364
75,75,"TT",0.2,10.1816047728114
85,75,"TT",0.2,11.3167347776286
90,75,"TT",0.2,12.9824332664047
70,65,"TT",0.2,11.0977103854717
75,65,"TT",0.2,11.3969515272895
85,65,"TT",0.2,11.6654090203991
90,65,"TT",0.2,10.0256712357635
70,75,"TT",0.2,10.7219330087173
75,75,"TT",0.2,10.5946260306516
85,75,"TT",0.2,11.7349078655973
90,75,"TT",0.2,12.8160043453296
70,65,"TT",0.2,11.4736266300186
75,65,"TT",0.2,11.5075551446582
85,65,"TT",0.2,9.67488950842034
90,65,"TT",0.2,13.0330477102671
70,75,"TT",0.2,11.7681582079923
75,75,"TT",0.2,10.8620847547021
85,75,"TT",0.2,10.1711402479642
90,75,"TT",0.2,12.2752757292588
70,65,"TT",0.2,10.9292755933412
75,65,"TT",0.2,12.1094340212248
85,65,"TT",0.2,11.9750932292314
90,65,"TT",0.2,11.9543322695869
70,75,"TT",0.2,8.70721300543528
75,75,"TT",0.2,10.4076345315214
85,75,"TT",0.2,12.0638916058501
90,75,"TT",0.2,12.3480012457646
70,65,"TT",0.2,11.7399932631297
75,65,"TT",0.2,11.8968500642026
85,65,"TT",0.2,12.0905188087577
90,65,"TT",0.2,11.9622847595461
70,75,"TT",0.2,11.1940913871163
75,75,"TT",0.2,10.077880246212
85,75,"TT",0.2,11.3535243924415
90,75,"TT",0.2,12.5561631728046
70,65,"TT",0.2,12.2068290205322
75,65,"TT",0.2,9.42460170044526
85,65,"TT",0.2,12.3931927640547
90,65,"TT",0.2,12.8082102635963
70,75,"TT",0.2,10.4063696627366
75,75,"TT",0.2,10.2777125193941
85,75,"TT",0.2,11.6285624954518
90,75,"TT",0.2,13.118654679585
70,65,"TT",0.2,11.6242009437569
75,65,"TT",0.2,11.0545829393535
85,65,"TT",0.2,11.0613220590428
90,65,"TT",0.2,12.3447270952786
70,75,"TT",0.2,12.2448431008793
75,75,"TT",0.2,8.80688289538357
85,75,"TT",0.2,11.3260897407816
90,75,"TT",0.2,12.316421049284
70,65,"TT",0.2,11.004904073674
75,65,"TT",0.2,12.8597692824918
85,65,"TT",0.2,10.404179838431
90,65,"TT",0.2,11.2221447146772
70,75,"TT",0.2,11.1079540791991
75,75,"TT",0.2,10.7936366472907
85,75,"TT",0.2,13.0223960989467
90,75,"TT",0.2,13.169688129881
70,65,"TT",0.2,10.0024417457239
75,65,"TT",0.2,10.8313587351963
85,65,"TT",0.2,10.1906668106957
90,65,"TT",0.2,11.9575302893121
70,75,"TT",0.2,9.93860793910954
75,75,"TT",0.2,10.4020843419392
85,75,"TT",0.2,11.6555888101414
90,75,"TT",0.2,13.4787417588714
70,65,"TT",0.2,10.9102961782416
75,65,"TT",0.2,11.9078947760066
85,65,"TT",0.2,12.8576485901215
90,65,"TT",0.2,12.5407162348979
70,75,"TT",0.2,12.9716750138175
75,75,"TT",0.2,9.97518691395713
85,75,"TT",0.2,13.1298478134874
90,75,"TT",0.2,11.7354401959949
70,65,"TT",0.2,10.8198494366297
75,65,"TT",0.2,10.7124064404068
85,65,"TT",0.2,12.9351727970049
90,65,"TT",0.2,12.1770416146635
70,75,"TT",0.2,10.7912384160058
75,75,"TT",0.2,9.40753350984604
85,75,"TT",0.2,10.9400411582547
90,75,"TT",0.2,13.4435787339896
70,65,"TT",0.2,12.2423775280172
75,65,"TT",0.2,9.97022307665161
85,65,"TT",0.2,11.7331465508301
90,65,"TT",0.2,10.5725394810841
70,75,"TT",0.2,11.399837315049
75,75,"TT",0.2,8.04315108508255
85,75,"TT",0.2,11.2136896027382
90,75,"TT",0.2,12.7518623727697
70,65,"TT",0.2,9.89774265224419
75,65,"TT",0.2,11.7698735646024
85,65,"TT",0.2,11.5684966313614
90,65,"TT",0.2,12.2656565976537
70,75,"TT",0.2,10.4286808857066
75,75,"TT",0.2,10.9788668840207
85,75,"TT",0.2,10.0849887940164
90,75,"TT",0.2,12.3077201630456
70,65,"TT",0.2,12.2634333356807
75,65,"TT",0.2,11.4002286834389
85,65,"TT",0.2,10.8848936962908
90,65,"TT",0.2,13.6472622838106
70,75,"TT",0.2,8.86534709716642
75,75,"TT",0.2,9.20978106482636
85,75,"TT",0.2,12.0484059476033
90,75,"TT",0.2,12.4961961417671
70,65,"TT",0.2,11.03029701601
75,65,"TT",0.2,9.89477254472575
85,65,"TT",0.2,11.1286851718446
90,65,"TT",0.2,12.513242155171
70,75,"TT",0.2,10.7402489380605
75,75,"TT",0.2,9.37358262266324
85,75,"TT",0.2,11.5003607161357
90,75,"TT",0.2,13.3769015163488
70,65,"TT",0.2,11.5779218470472
75,65,"TT",0.2,12.6589726531484
85,65,"TT",0.2,13.2415653936276
90,65,"TT",0.2,11.7875303212494
70,75,"TT",0.2,10.1434495913047
75,75,"TT",0.2,9.6248034919959
85,75,"TT",0.2,12.8687557270663
90,75,"TT",0.2,14.1773579177159
70,65,"TT",0.2,11.4028514099797
75,65,"TT",0.2,11.4091108042885
85,65,"TT",0.2,12.4583580370451
90,65,"TT",0.2,13.5357894001528
70,75,"TT",0.2,10.0502363047036
75,75,"TT",0.2,8.95320963580873
85,75,"TT",0.2,10.7386963869099
90,75,"TT",0.2,13.6051942298596
70,65,"TT",0.2,12.6067978910962
75,65,"TT",0.2,11.4286350147843
85,65,"TT",0.2,13.7247750395003
90,65,"TT",0.2,9.50400255428031
70,75,"TT",0.2,11.5616765003483
75,75,"TT",0.2,8.01284782150426
85,75,"TT",0.2,11.7105755626341
90,75,"TT",0.2,12.6348377429704
70,65,"TT",0.2,12.4065162287727
75,65,"TT",0.2,10.9216446941345
85,65,"TT",0.2,12.7074687987729
90,65,"TT",0.2,13.2117118821864
70,75,"TT",0.2,10.5039522003005
75,75,"TT",0.2,11.4010864534127
85,75,"TT",0.2,9.90379544073204
90,75,"TT",0.2,12.4690806692841
70,65,"TT",0.2,10.7480806309446
75,65,"TT",0.2,9.96664756920093
85,65,"TT",0.2,12.1763319376658
90,65,"TT",0.2,11.425216579296
70,75,"TT",0.2,10.133397376039
75,75,"TT",0.2,9.21083736890074
85,75,"TT",0.2,11.610069558926
90,75,"TT",0.2,12.5046828355003
70,65,"TT",0.2,10.277915704517
75,65,"TT",0.2,10.0113651982714
85,65,"TT",0.2,12.324490028212
90,65,"TT",0.2,11.0028066952163
70,75,"TT",0.2,9.29091817396607
75,75,"TT",0.2,10.2863564224667
85,75,"TT",0.2,12.8999342532423
90,75,"TT",0.2,12.3070750846313
70,65,"TT",0.2,11.5846921521709
75,65,"TT",0.2,11.0464852133338
85,65,"TT",0.2,11.8566420999883
90,65,"TT",0.2,12.3794277381089
70,75,"TT",0.2,10.1798012775393
75,75,"TT",0.2,9.08245273053687
85,75,"TT",0.2,12.5018599284467
90,75,"TT",0.2,11.0932341060516
70,65,"TT",0.2,11.0762398554861
75,65,"TT",0.2,11.4660790026838
85,65,"TT",0.2,11.1304104887783
90,65,"TT",0.2,12.3670575879568
70,75,"TT",0.2,10.9894435350881
75,75,"TT",0.2,9.96696464249247
85,75,"TT",0.2,11.2298474098856
90,75,"TT",0.2,12.4803962522358
70,65,"TT",0.2,10.9713033315658
75,65,"TT",0.2,13.6845174021797
85,65,"TT",0.2,14.5917916273049
90,65,"TT",0.2,13.012039434921
70,75,"TT",0.2,10.4690646199065
75,75,"TT",0.2,9.61541449533806
85,75,"TT",0.2,11.8443495546498
90,75,"TT",0.2,11.4342180701735
70,65,"TT",0.2,10.8571178664925
75,65,"TT",0.2,10.8969225374497
85,65,"TT",0.2,10.6030267644039
90,65,"TT",0.2,12.1668087332203
70,75,"TT",0.2,10.0623991135385
75,75,"TT",0.2,8.61717100466343
85,75,"TT",0.2,12.8636362554868
90,75,"TT",0.2,14.5441280770959
70,65,"TT",0.2,11.0813377774138
75,65,"TT",0.2,11.0528498674735
85,65,"TT",0.2,10.4149196417726
90,65,"TT",0.2,11.3086674768626
70,75,"TT",0.2,12.4698323948738
